colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,mxconmod,patvis,pats_null,colid,mod,ccd,name,cid,ddomain,mxfacts,valueflag_cd,tval_char,colcd,valtype_cd,c_info,c_icd9,c_icd10,c_icd9pcs,c_icd10pcs,c_cpt,c_loinc,standard_code,c_hospinfect,c_decubulcer,c_endometab,c_thromb,c_cardiac,c_respiratory,c_hemorrhage,c_drugadverse,c_fluidmgmt,c_mother,c_fetus,c_surgcomp,c_hosptrauma,c_anaesthesia,c_delirium,c_cns,c_gastro,c_severe,c_psi,dispname,comment_persistant,rename,c_patdata,c_vitals,c_visdata,c_death,c_respillness,c_falls,c_exposescreen,c_corona,c_vent,c_multicode,c_diabetes,c_override_keep,dispname_short,c_mainresponse,c_response,c_truefalse,c_predictor,c_integer,c_numeric,c_special,c_agingpaper,c_safetypaper,c_safetypapernew,c_fampractice,components
v020_Glcs_MCnc_Pt_Bld_Qn,_Glcs_MCnc_Pt_Bld_Qn,,673,1,9,1,311536,1,809,14171,v020_Glcs_MCnc_Pt_Bld_Qn,,1,2339-0 - Glucose:MCnc:Pt:Bld:Qn,20,LOINC,9,3,,v020,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:2339-0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v021_Glcs_MCnc_Pt_Sr_Pls_Qn_mn,_Glcs_MCnc_Pt_Sr_Pls_Qn_mn,v021_Glcs_MCnc_Pt_Sr_Pls_Qn,6246,1,34,1,269373,1,42972,8598,v021_Glcs_MCnc_Pt_Sr_Pls_Qn,,1,2345-7 - Glucose:MCnc:Pt:Ser/Plas:Qn,21,LOINC,34,3,1,v021,T,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:2345-7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v021_Glcs_MCnc_Pt_Sr_Pls_Qn,_Glcs_MCnc_Pt_Sr_Pls_Qn,,6246,1,34,1,269373,1,42972,8598,v021_Glcs_MCnc_Pt_Sr_Pls_Qn,,1,2345-7 - Glucose:MCnc:Pt:Ser/Plas:Qn,21,LOINC,34,3,1,v021,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:2345-7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v022_Prtn_MCnc_Pt_Sr_Pls_Qn_mn,_Prtn_MCnc_Pt_Sr_Pls_Qn_mn,v022_Prtn_MCnc_Pt_Sr_Pls_Qn,5200,3,8,1,285828,1,26517,9644,v022_Prtn_MCnc_Pt_Sr_Pls_Qn,,1,2885-2 - Protein:MCnc:Pt:Ser/Plas:Qn,22,LOINC,8,3,,v022,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:2885-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v022_Prtn_MCnc_Pt_Sr_Pls_Qn,_Prtn_MCnc_Pt_Sr_Pls_Qn,,5200,3,8,1,285828,1,26517,9644,v022_Prtn_MCnc_Pt_Sr_Pls_Qn,,1,2885-2 - Protein:MCnc:Pt:Ser/Plas:Qn,22,LOINC,8,3,,v022,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:2885-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v023_Sdm_SCnc_Pt_Bld_Qn_mn,_Sdm_SCnc_Pt_Bld_Qn_mn,v023_Sdm_SCnc_Pt_Bld_Qn,128,1,34,1,312131,1,214,14716,v023_Sdm_SCnc_Pt_Bld_Qn,,1,2947-0 - Sodium:SCnc:Pt:Bld:Qn,23,LOINC,34,2,,v023,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:2947-0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v023_Sdm_SCnc_Pt_Bld_Qn,_Sdm_SCnc_Pt_Bld_Qn,,128,1,34,1,312131,1,214,14716,v023_Sdm_SCnc_Pt_Bld_Qn,,1,2947-0 - Sodium:SCnc:Pt:Bld:Qn,23,LOINC,34,2,,v023,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:2947-0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v024_Sdm_SCnc_Pt_Sr_Pls_Qn_mn,_Sdm_SCnc_Pt_Sr_Pls_Qn_mn,v024_Sdm_SCnc_Pt_Sr_Pls_Qn,6206,1,34,1,268905,1,43440,8638,v024_Sdm_SCnc_Pt_Sr_Pls_Qn,,1,2951-2 - Sodium:SCnc:Pt:Ser/Plas:Qn,24,LOINC,34,3,,v024,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:2951-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v024_Sdm_SCnc_Pt_Sr_Pls_Qn,_Sdm_SCnc_Pt_Sr_Pls_Qn,,6206,1,34,1,268905,1,43440,8638,v024_Sdm_SCnc_Pt_Sr_Pls_Qn,,1,2951-2 - Sodium:SCnc:Pt:Ser/Plas:Qn,24,LOINC,34,3,,v024,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:2951-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v025_vlm_EntVl_Pt_Bld_Qn_Atmtd_mn,_vlm_EntVl_Pt_Bld_Qn_Atmtd_mn,v025_vlm_EntVl_Pt_Bld_Qn_Atmtd,5889,1,14,1,275831,1,36514,8955,v025_vlm_EntVl_Pt_Bld_Qn_Atmtd,,1,32623-1 - Platelet mean volume:EntVol:Pt:Bld:Qn:Automated count,25,LOINC,14,2,,v025,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:32623-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v025_vlm_EntVl_Pt_Bld_Qn_Atmtd,_vlm_EntVl_Pt_Bld_Qn_Atmtd,,5889,1,14,1,275831,1,36514,8955,v025_vlm_EntVl_Pt_Bld_Qn_Atmtd,,1,32623-1 - Platelet mean volume:EntVol:Pt:Bld:Qn:Automated count,25,LOINC,14,2,,v025,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:32623-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v026_gp_SCnc_Pt_Sr_Pls_Qn_mn,_gp_SCnc_Pt_Sr_Pls_Qn_mn,v026_gp_SCnc_Pt_Sr_Pls_Qn,5624,1,34,1,273179,1,39166,9220,v026_gp_SCnc_Pt_Sr_Pls_Qn,,1,33037-3 - Anion gap:SCnc:Pt:Ser/Plas:Qn,26,LOINC,34,2,,v026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:33037-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v026_gp_SCnc_Pt_Sr_Pls_Qn,_gp_SCnc_Pt_Sr_Pls_Qn,,5624,1,34,1,273179,1,39166,9220,v026_gp_SCnc_Pt_Sr_Pls_Qn,,1,33037-3 - Anion gap:SCnc:Pt:Ser/Plas:Qn,26,LOINC,34,2,,v026,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:33037-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v027_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd_mn,_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd_mn,v027_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd,1503,3,3,1,306959,1,5386,13341,v027_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd,,1,33914-3 - Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas:Qn:Creatinine-based formula (MDRD),27,LOINC,3,1,,v027,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:33914-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v027_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd,_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd,,1503,3,3,1,306959,1,5386,13341,v027_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd,,1,33914-3 - Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas:Qn:Creatinine-based formula (MDRD),27,LOINC,3,1,,v027,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:33914-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v028_Crtn_MCnc_Pt_Bld_Qn_mn,_Crtn_MCnc_Pt_Bld_Qn_mn,v028_Crtn_MCnc_Pt_Bld_Qn,256,1,1,1,311931,1,414,14588,v028_Crtn_MCnc_Pt_Bld_Qn,,1,38483-4 - Creatinine:MCnc:Pt:Bld:Qn,28,LOINC,1,2,,v028,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:38483-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v028_Crtn_MCnc_Pt_Bld_Qn,_Crtn_MCnc_Pt_Bld_Qn,,256,1,1,1,311931,1,414,14588,v028_Crtn_MCnc_Pt_Bld_Qn,,1,38483-4 - Creatinine:MCnc:Pt:Bld:Qn,28,LOINC,1,2,,v028,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:38483-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v029_gp_SCnc_Pt_Bld_Qn_mn,_gp_SCnc_Pt_Bld_Qn_mn,v029_gp_SCnc_Pt_Bld_Qn,3,1,1,1,312342,1,3,14841,v029_gp_SCnc_Pt_Bld_Qn,,1,41276-7 - Anion gap:SCnc:Pt:Bld:Qn,29,LOINC,1,1,,v029,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:41276-7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v029_gp_SCnc_Pt_Bld_Qn,_gp_SCnc_Pt_Bld_Qn,,3,1,1,1,312342,1,3,14841,v029_gp_SCnc_Pt_Bld_Qn,,1,41276-7 - Anion gap:SCnc:Pt:Bld:Qn,29,LOINC,1,1,,v029,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:41276-7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v030_Glcs_MCnc_Pt_BldC_Qn_Glcmtr_mn,_Glcs_MCnc_Pt_BldC_Qn_Glcmtr_mn,v030_Glcs_MCnc_Pt_BldC_Qn_Glcmtr,1795,1,127,1,297112,1,15233,13049,v030_Glcs_MCnc_Pt_BldC_Qn_Glcmtr,,1,41653-7 - Glucose:MCnc:Pt:BldC:Qn:Glucometer,30,LOINC,127,3,,v030,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:41653-7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v030_Glcs_MCnc_Pt_BldC_Qn_Glcmtr,_Glcs_MCnc_Pt_BldC_Qn_Glcmtr,,1795,1,127,1,297112,1,15233,13049,v030_Glcs_MCnc_Pt_BldC_Qn_Glcmtr,,1,41653-7 - Glucose:MCnc:Pt:BldC:Qn:Glucometer,30,LOINC,127,3,,v030,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:41653-7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v031_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd_mn,_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd_mn,v031_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd,6445,1,48,1,271136,1,41209,8399,v031_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd,,1,4544-3 - Hematocrit:VFr:Pt:Bld:Qn:Automated count,31,LOINC,48,3,,v031,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:4544-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v031_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd,_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd,,6445,1,48,1,271136,1,41209,8399,v031_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd,,1,4544-3 - Hematocrit:VFr:Pt:Bld:Qn:Automated count,31,LOINC,48,3,,v031,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:4544-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v032_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs_mn,_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs_mn,v032_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs,34,1,1,1,312303,1,42,14810,v032_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs,,1,4549-2 - Hemoglobin A1c/Hemoglobin.total:MFr:Pt:Bld:Qn:Electrophoresis,32,LOINC,1,1,,v032,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:4549-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v032_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs,_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs,,34,1,1,1,312303,1,42,14810,v032_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs,,1,4549-2 - Hemoglobin A1c/Hemoglobin.total:MFr:Pt:Bld:Qn:Electrophoresis,32,LOINC,1,1,,v032,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:4549-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v035_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd_mn,_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd_mn,v035_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,972,3,2,1,309507,1,2838,13872,v035_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,1,48642-3 - Glomerular filtration rate/1.73 sq M.predicted.non black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD),35,LOINC,2,1,,v035,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:48642-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v035_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,972,3,2,1,309507,1,2838,13872,v035_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,1,48642-3 - Glomerular filtration rate/1.73 sq M.predicted.non black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD),35,LOINC,2,1,,v035,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:48642-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v036_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd_mn,_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd_mn,v036_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,150,2,1,1,312066,1,279,14694,v036_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,1,48643-1 - Glomerular filtration rate/1.73 sq M.predicted.black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD),36,LOINC,1,1,,v036,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:48643-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v036_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,150,2,1,1,312066,1,279,14694,v036_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,1,48643-1 - Glomerular filtration rate/1.73 sq M.predicted.black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD),36,LOINC,1,1,,v036,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:48643-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v037_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,v037_lkcts_NFr_Pt_Bld_Qn_Atmtd,3674,1,4,1,298859,1,13486,11170,v037_lkcts_NFr_Pt_Bld_Qn_Atmtd,,1,5905-5 - Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:Automated count,37,LOINC,4,2,,v037,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:5905-5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v037_lkcts_NFr_Pt_Bld_Qn_Atmtd,_lkcts_NFr_Pt_Bld_Qn_Atmtd,,3674,1,4,1,298859,1,13486,11170,v037_lkcts_NFr_Pt_Bld_Qn_Atmtd,,1,5905-5 - Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:Automated count,37,LOINC,4,2,,v037,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:5905-5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v038_Extrcrprl_Prcdr_tf,_Extrcrprl_Prcdr_tf,v038_Extrcrprl_Prcdr,95,1,1,,312245,4,100,14749,v038_Extrcrprl_Prcdr,,12,5A - Extracorporeal or Systemic Assistance and Performance @ Physiological Systems (Procedure),38,ICD10PCS,4,,,v038,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10PCS:5A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
v038_Extrcrprl_Prcdr,_Extrcrprl_Prcdr,,95,1,1,,312245,4,100,14749,v038_Extrcrprl_Prcdr,,12,5A - Extracorporeal or Systemic Assistance and Performance @ Physiological Systems (Procedure),38,ICD10PCS,4,,,v038,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ICD10PCS:5A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v039_Ptsm_SCnc_Pt_Bld_Qn_mn,_Ptsm_SCnc_Pt_Bld_Qn_mn,v039_Ptsm_SCnc_Pt_Bld_Qn,12,1,2,1,312331,1,14,14832,v039_Ptsm_SCnc_Pt_Bld_Qn,,1,6298-4 - Potassium:SCnc:Pt:Bld:Qn,39,LOINC,2,1,,v039,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:6298-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v039_Ptsm_SCnc_Pt_Bld_Qn,_Ptsm_SCnc_Pt_Bld_Qn,,12,1,2,1,312331,1,14,14832,v039_Ptsm_SCnc_Pt_Bld_Qn,,1,6298-4 - Potassium:SCnc:Pt:Bld:Qn,39,LOINC,2,1,,v039,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:6298-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v040_Lkcts_NCnc_Pt_Bld_Qn_Atmtd_mn,_Lkcts_NCnc_Pt_Bld_Qn_Atmtd_mn,v040_Lkcts_NCnc_Pt_Bld_Qn_Atmtd,6392,7,14,1,271803,1,40542,8452,v040_Lkcts_NCnc_Pt_Bld_Qn_Atmtd,,1,6690-2 - Leukocytes:NCnc:Pt:Bld:Qn:Automated count,40,LOINC,14,3,,v040,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:6690-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v040_Lkcts_NCnc_Pt_Bld_Qn_Atmtd,_Lkcts_NCnc_Pt_Bld_Qn_Atmtd,,6392,7,14,1,271803,1,40542,8452,v040_Lkcts_NCnc_Pt_Bld_Qn_Atmtd,,1,6690-2 - Leukocytes:NCnc:Pt:Bld:Qn:Automated count,40,LOINC,14,3,,v040,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:6690-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v041_phsphts_CCnc_Pt_Sr_Pls_Qn_mn,_phsphts_CCnc_Pt_Sr_Pls_Qn_mn,v041_phsphts_CCnc_Pt_Sr_Pls_Qn,5505,3,8,1,285623,1,26722,9339,v041_phsphts_CCnc_Pt_Sr_Pls_Qn,,1,6768-6 - Alkaline phosphatase:CCnc:Pt:Ser/Plas:Qn,41,LOINC,8,2,,v041,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:6768-6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
