colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,mxconmod,patvis,pats_null,colid,mod,ccd,name,cid,ddomain,mxfacts,valueflag_cd,tval_char,colcd,valtype_cd,c_info
v279_Unspcfd_sprfcl,_Unspcfd_sprfcl,,2,1,1,,312340,2,5,14842,v279_Unspcfd_sprfcl,3,2,S80.9 - Unspecified superficial injury of knee and lower leg,279,ICD10,2,,,v279,,TRUE
v280_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v280_Unspcfd_ptnts,6,1,1,,312311,2,34,14838,v280_Unspcfd_ptnts,3,3,S81.00 - Unspecified open wound of knee,280,ICD10,2,,,v280,,
v280_Unspcfd_ptnts,_Unspcfd_ptnts,,6,1,1,,312311,2,34,14838,v280_Unspcfd_ptnts,3,3,S81.00 - Unspecified open wound of knee,280,ICD10,2,,,v280,,TRUE
v281_Lcrtn_ptnts_tf,_Lcrtn_ptnts_tf,v281_Lcrtn_ptnts,5,1,1,,312339,2,6,14839,v281_Lcrtn_ptnts,2,3,S81.01 - Laceration without foreign body of knee,281,ICD10,2,,,v281,,
v281_Lcrtn_ptnts,_Lcrtn_ptnts,,5,1,1,,312339,2,6,14839,v281_Lcrtn_ptnts,2,3,S81.01 - Laceration without foreign body of knee,281,ICD10,2,,,v281,,TRUE
v282_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v282_Unspcfd_ptnts,20,1,2,,312290,3,55,14824,v282_Unspcfd_ptnts,3,8,S81.80 - Unspecified open wound of lower leg,282,ICD10,3,,,v282,,
v282_Unspcfd_ptnts,_Unspcfd_ptnts,,20,1,2,,312290,3,55,14824,v282_Unspcfd_ptnts,3,8,S81.80 - Unspecified open wound of lower leg,282,ICD10,3,,,v282,,TRUE
v283_Lcrtn_ptnts_tf,_Lcrtn_ptnts_tf,v283_Lcrtn_ptnts,5,1,1,,312337,2,8,14839,v283_Lcrtn_ptnts,3,4,S81.81 - Laceration without foreign body of lower leg,283,ICD10,2,,,v283,,
v283_Lcrtn_ptnts,_Lcrtn_ptnts,,5,1,1,,312337,2,8,14839,v283_Lcrtn_ptnts,3,4,S81.81 - Laceration without foreign body of lower leg,283,ICD10,2,,,v283,,TRUE
v285_spcfd_ptnts_tf,_spcfd_ptnts_tf,v285_spcfd_ptnts,3,1,1,,312342,1,3,14841,v285_spcfd_ptnts,1,1,S89.8 - Other specified injuries of lower leg,285,ICD10,1,,,v285,,
v285_spcfd_ptnts,_spcfd_ptnts,,3,1,1,,312342,1,3,14841,v285_spcfd_ptnts,1,1,S89.8 - Other specified injuries of lower leg,285,ICD10,1,,,v285,,TRUE
v286_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v286_Unspcfd_ptnts,48,1,2,,312283,3,62,14796,v286_Unspcfd_ptnts,4,7,S89.9 - Unspecified injury of lower leg,286,ICD10,3,,,v286,,
v286_Unspcfd_ptnts,_Unspcfd_ptnts,,48,1,2,,312283,3,62,14796,v286_Unspcfd_ptnts,4,7,S89.9 - Unspecified injury of lower leg,286,ICD10,3,,,v286,,TRUE
v287_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v287_Cntsn_ptnts,5,1,1,,312340,2,5,14839,v287_Cntsn_ptnts,3,2,S90.0 - Contusion of ankle,287,ICD10,2,,,v287,,
v287_Cntsn_ptnts,_Cntsn_ptnts,,5,1,1,,312340,2,5,14839,v287_Cntsn_ptnts,3,2,S90.0 - Contusion of ankle,287,ICD10,2,,,v287,,TRUE
v288_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v288_Cntsn_ptnts,9,1,1,,312334,3,11,14835,v288_Cntsn_ptnts,3,5,S90.1 - Contusion of toe without damage to nail,288,ICD10,3,,,v288,,
v288_Cntsn_ptnts,_Cntsn_ptnts,,9,1,1,,312334,3,11,14835,v288_Cntsn_ptnts,3,5,S90.1 - Contusion of toe without damage to nail,288,ICD10,3,,,v288,,TRUE
v289_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v289_Cntsn_ptnts,9,1,1,,312330,2,15,14835,v289_Cntsn_ptnts,3,5,S90.3 - Contusion of foot,289,ICD10,2,,,v289,,
v289_Cntsn_ptnts,_Cntsn_ptnts,,9,1,1,,312330,2,15,14835,v289_Cntsn_ptnts,3,5,S90.3 - Contusion of foot,289,ICD10,2,,,v289,,TRUE
v290_sprfcl_ptnts_tf,_sprfcl_ptnts_tf,v290_sprfcl_ptnts,21,1,2,,312320,4,25,14823,v290_sprfcl_ptnts,4,12,S90.8 - Other superficial injuries of foot,290,ICD10,4,,,v290,,
v290_sprfcl_ptnts,_sprfcl_ptnts,,21,1,2,,312320,4,25,14823,v290_sprfcl_ptnts,4,12,S90.8 - Other superficial injuries of foot,290,ICD10,4,,,v290,,TRUE
v291_Unspcfd_sprfcl_tf,_Unspcfd_sprfcl_tf,v291_Unspcfd_sprfcl,1,1,1,,312344,1,1,14843,v291_Unspcfd_sprfcl,1,1,"S90.9 - Unspecified superficial injury of ankle, foot and toe",291,ICD10,1,,,v291,,
v291_Unspcfd_sprfcl,_Unspcfd_sprfcl,,1,1,1,,312344,1,1,14843,v291_Unspcfd_sprfcl,1,1,"S90.9 - Unspecified superficial injury of ankle, foot and toe",291,ICD10,1,,,v291,,TRUE
v292_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v292_Unspcfd_ptnts,3,1,1,,312337,2,8,14841,v292_Unspcfd_ptnts,2,3,S91.00 - Unspecified open wound of ankle,292,ICD10,2,,,v292,,
v292_Unspcfd_ptnts,_Unspcfd_ptnts,,3,1,1,,312337,2,8,14841,v292_Unspcfd_ptnts,2,3,S91.00 - Unspecified open wound of ankle,292,ICD10,2,,,v292,,TRUE
v293_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v293_Unspcfd_ptnts,8,1,1,,312309,4,36,14836,v293_Unspcfd_ptnts,3,9,S91.10 - Unspecified open wound of toe without damage to nail,293,ICD10,4,,,v293,,
v293_Unspcfd_ptnts,_Unspcfd_ptnts,,8,1,1,,312309,4,36,14836,v293_Unspcfd_ptnts,3,9,S91.10 - Unspecified open wound of toe without damage to nail,293,ICD10,4,,,v293,,TRUE
v294_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v294_Unspcfd_ptnts,3,1,1,,312341,2,4,14841,v294_Unspcfd_ptnts,3,3,S91.20 - Unspecified open wound of toe with damage to nail,294,ICD10,2,,,v294,,
v294_Unspcfd_ptnts,_Unspcfd_ptnts,,3,1,1,,312341,2,4,14841,v294_Unspcfd_ptnts,3,3,S91.20 - Unspecified open wound of toe with damage to nail,294,ICD10,2,,,v294,,TRUE
v295_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v295_Unspcfd_ptnts,12,1,1,,312296,3,49,14832,v295_Unspcfd_ptnts,3,5,S91.30 - Unspecified open wound of foot,295,ICD10,3,,,v295,,
v295_Unspcfd_ptnts,_Unspcfd_ptnts,,12,1,1,,312296,3,49,14832,v295_Unspcfd_ptnts,3,5,S91.30 - Unspecified open wound of foot,295,ICD10,3,,,v295,,TRUE
v296_lgmnt_ptnts_tf,_lgmnt_ptnts_tf,v296_lgmnt_ptnts,13,1,1,,312294,3,51,14831,v296_lgmnt_ptnts,4,6,S93.49 - Sprain of other ligament of ankle,296,ICD10,3,,,v296,,
v296_lgmnt_ptnts,_lgmnt_ptnts,,13,1,1,,312294,3,51,14831,v296_lgmnt_ptnts,4,6,S93.49 - Sprain of other ligament of ankle,296,ICD10,3,,,v296,,TRUE
v297_spcfd_ptnts_tf,_spcfd_ptnts_tf,v297_spcfd_ptnts,5,1,1,,312338,3,7,14839,v297_spcfd_ptnts,3,5,S99.8 - Other specified injuries of ankle and foot,297,ICD10,3,,,v297,,
v297_spcfd_ptnts,_spcfd_ptnts,,5,1,1,,312338,3,7,14839,v297_spcfd_ptnts,3,5,S99.8 - Other specified injuries of ankle and foot,297,ICD10,3,,,v297,,TRUE
v298_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v298_Unspcfd_ptnts,28,1,2,,312315,5,30,14816,v298_Unspcfd_ptnts,4,11,S99.9 - Unspecified injury of ankle and foot,298,ICD10,5,,,v298,,
v298_Unspcfd_ptnts,_Unspcfd_ptnts,,28,1,2,,312315,5,30,14816,v298_Unspcfd_ptnts,4,11,S99.9 - Unspecified injury of ankle and foot,298,ICD10,5,,,v298,,TRUE
v299_Scnmc_ptnts_cd,_Scnmc_ptnts_cd,v299_Scnmc_ptnts,10939,1,1,1,301406,17,10939,3905,v299_Scnmc_ptnts,,17,Socioeconomic Status,299,GEO,17,,,v299,,
v299_Scnmc_ptnts,_Scnmc_ptnts,,10939,1,1,1,301406,17,10939,3905,v299_Scnmc_ptnts,,17,Socioeconomic Status,299,GEO,17,,,v299,,TRUE
v300_Prsr__ptnts_mn,_Prsr__ptnts_mn,v300_Prsr__ptnts,10416,1,103,1,182737,1,129608,4428,v300_Prsr__ptnts,,1,Systolic Blood Pressure,300,PAT_ENC,103,2,,v300,,
v300_Prsr__ptnts,_Prsr__ptnts,,10416,1,103,1,182737,1,129608,4428,v300_Prsr__ptnts,,1,Systolic Blood Pressure,300,PAT_ENC,103,2,,v300,,TRUE
v301_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v301_Unspcfd_ptnts,48,1,2,,312084,3,261,14796,v301_Unspcfd_ptnts,4,4,T14.9 - Unspecified injury,301,ICD10,3,,,v301,,
v301_Unspcfd_ptnts,_Unspcfd_ptnts,,48,1,2,,312084,3,261,14796,v301_Unspcfd_ptnts,4,4,T14.9 - Unspecified injury,301,ICD10,3,,,v301,,TRUE
v302_lrnx_ptnts_tf,_lrnx_ptnts_tf,v302_lrnx_ptnts,1,1,1,,312344,2,1,14843,v302_lrnx_ptnts,2,1,T17.3 - Foreign body in larynx,302,ICD10,2,,,v302,,
v302_lrnx_ptnts,_lrnx_ptnts,,1,1,1,,312344,2,1,14843,v302_lrnx_ptnts,2,1,T17.3 - Foreign body in larynx,302,ICD10,2,,,v302,,TRUE
v306_rsprtr_unspcfd_tf,_rsprtr_unspcfd_tf,v306_rsprtr_unspcfd,4,1,1,,312333,2,12,14840,v306_rsprtr_unspcfd,4,3,"T17.9 - Foreign body in respiratory tract, part unspecified",306,ICD10,2,,,v306,,
v306_rsprtr_unspcfd,_rsprtr_unspcfd,,4,1,1,,312333,2,12,14840,v306_rsprtr_unspcfd,4,3,"T17.9 - Foreign body in respiratory tract, part unspecified",306,ICD10,2,,,v306,,TRUE
v307_esphgs_ptnts_tf,_esphgs_ptnts_tf,v307_esphgs_ptnts,1,1,1,,312344,2,1,14843,v307_esphgs_ptnts,2,1,T18.1 - Foreign body in esophagus,307,ICD10,2,,,v307,,
v307_esphgs_ptnts,_esphgs_ptnts,,1,1,1,,312344,2,1,14843,v307_esphgs_ptnts,2,1,T18.1 - Foreign body in esophagus,307,ICD10,2,,,v307,,TRUE
v308_stmch_ptnts_tf,_stmch_ptnts_tf,v308_stmch_ptnts,2,1,1,,312343,2,2,14842,v308_stmch_ptnts,2,1,T18.2 - Foreign body in stomach,308,ICD10,2,,,v308,,
v308_stmch_ptnts,_stmch_ptnts,,2,1,1,,312343,2,2,14842,v308_stmch_ptnts,2,1,T18.2 - Foreign body in stomach,308,ICD10,2,,,v308,,TRUE
v309_intstn_ptnts_tf,_intstn_ptnts_tf,v309_intstn_ptnts,2,1,1,,312343,2,2,14842,v309_intstn_ptnts,2,1,T18.3 - Foreign body in small intestine,309,ICD10,2,,,v309,,
v309_intstn_ptnts,_intstn_ptnts,,2,1,1,,312343,2,2,14842,v309_intstn_ptnts,2,1,T18.3 - Foreign body in small intestine,309,ICD10,2,,,v309,,TRUE
v310_almntr_unspcfd_tf,_almntr_unspcfd_tf,v310_almntr_unspcfd,10,1,2,,312335,3,10,14834,v310_almntr_unspcfd,3,2,"T18.9 - Foreign body of alimentary tract, part unspecified",310,ICD10,3,,,v310,,
v310_almntr_unspcfd,_almntr_unspcfd,,10,1,2,,312335,3,10,14834,v310_almntr_unspcfd,3,2,"T18.9 - Foreign body of alimentary tract, part unspecified",310,ICD10,3,,,v310,,TRUE
v311_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,v311_unspcfd_ptnts,2,1,1,,312341,2,4,14842,v311_unspcfd_ptnts,2,3,"T20.0 - Burn of unspecified degree of head, face, and neck",311,ICD10,2,,,v311,,
v311_unspcfd_ptnts,_unspcfd_ptnts,,2,1,1,,312341,2,4,14842,v311_unspcfd_ptnts,2,3,"T20.0 - Burn of unspecified degree of head, face, and neck",311,ICD10,2,,,v311,,TRUE
v312_fcts_ptnts_tf,_fcts_ptnts_tf,v312_fcts_ptnts,3,1,1,,312340,4,5,14841,v312_fcts_ptnts,3,4,"T20.2 - Burn of second degree of head, face, and neck",312,ICD10,4,,,v312,,
v312_fcts_ptnts,_fcts_ptnts,,3,1,1,,312340,4,5,14841,v312_fcts_ptnts,3,4,"T20.2 - Burn of second degree of head, face, and neck",312,ICD10,4,,,v312,,TRUE
v313_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,v313_unspcfd_ptnts,2,1,1,,312340,2,5,14842,v313_unspcfd_ptnts,2,4,T21.0 - Burn of unspecified degree of trunk,313,ICD10,2,,,v313,,
v313_unspcfd_ptnts,_unspcfd_ptnts,,2,1,1,,312340,2,5,14842,v313_unspcfd_ptnts,2,4,T21.0 - Burn of unspecified degree of trunk,313,ICD10,2,,,v313,,TRUE
v314_fcts_ptnts_tf,_fcts_ptnts_tf,v314_fcts_ptnts,2,1,1,,312340,1,5,14842,v314_fcts_ptnts,2,1,T21.1 - Burn of first degree of trunk,314,ICD10,1,,,v314,,
v314_fcts_ptnts,_fcts_ptnts,,2,1,1,,312340,1,5,14842,v314_fcts_ptnts,2,1,T21.1 - Burn of first degree of trunk,314,ICD10,1,,,v314,,TRUE
v315_trnk__ptnts_tf,_trnk__ptnts_tf,v315_trnk__ptnts,5,1,1,,312335,2,10,14839,v315_trnk__ptnts,2,5,T21.2 - Burn of second degree of trunk,315,ICD10,2,,,v315,,
v315_trnk__ptnts,_trnk__ptnts,,5,1,1,,312335,2,10,14839,v315_trnk__ptnts,2,5,T21.2 - Burn of second degree of trunk,315,ICD10,2,,,v315,,TRUE
v317_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,v317_unspcfd_ptnts,4,1,1,,312335,2,10,14840,v317_unspcfd_ptnts,2,6,"T22.0 - Burn of unspecified degree of shoulder and upper limb, except wrist and hand",317,ICD10,2,,,v317,,
v317_unspcfd_ptnts,_unspcfd_ptnts,,4,1,1,,312335,2,10,14840,v317_unspcfd_ptnts,2,6,"T22.0 - Burn of unspecified degree of shoulder and upper limb, except wrist and hand",317,ICD10,2,,,v317,,TRUE
v319_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,v319_unspcfd_ptnts,6,1,1,,312332,3,13,14838,v319_unspcfd_ptnts,3,10,T23.0 - Burn of unspecified degree of wrist and hand,319,ICD10,3,,,v319,,
v319_unspcfd_ptnts,_unspcfd_ptnts,,6,1,1,,312332,3,13,14838,v319_unspcfd_ptnts,3,10,T23.0 - Burn of unspecified degree of wrist and hand,319,ICD10,3,,,v319,,TRUE
v320_fcts_ptnts_tf,_fcts_ptnts_tf,v320_fcts_ptnts,7,1,1,,312334,4,11,14837,v320_fcts_ptnts,2,11,T23.2 - Burn of second degree of wrist and hand,320,ICD10,4,,,v320,,
v320_fcts_ptnts,_fcts_ptnts,,7,1,1,,312334,4,11,14837,v320_fcts_ptnts,2,11,T23.2 - Burn of second degree of wrist and hand,320,ICD10,4,,,v320,,TRUE
v321_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,v321_unspcfd_ptnts,5,1,2,,312334,3,11,14839,v321_unspcfd_ptnts,2,8,"T24.0 - Burn of unspecified degree of lower limb, except ankle and foot",321,ICD10,3,,,v321,,
v321_unspcfd_ptnts,_unspcfd_ptnts,,5,1,2,,312334,3,11,14839,v321_unspcfd_ptnts,2,8,"T24.0 - Burn of unspecified degree of lower limb, except ankle and foot",321,ICD10,3,,,v321,,TRUE
v322_fcts_ptnts_tf,_fcts_ptnts_tf,v322_fcts_ptnts,6,1,2,,312336,3,9,14838,v322_fcts_ptnts,3,6,"T24.2 - Burn of second degree of lower limb, except ankle and foot",322,ICD10,3,,,v322,,
v322_fcts_ptnts,_fcts_ptnts,,6,1,2,,312336,3,9,14838,v322_fcts_ptnts,3,6,"T24.2 - Burn of second degree of lower limb, except ankle and foot",322,ICD10,3,,,v322,,TRUE
v323_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,v323_unspcfd_ptnts,3,1,2,,312337,3,8,14841,v323_unspcfd_ptnts,3,4,T25.0 - Burn of unspecified degree of ankle and foot,323,ICD10,3,,,v323,,
v323_unspcfd_ptnts,_unspcfd_ptnts,,3,1,2,,312337,3,8,14841,v323_unspcfd_ptnts,3,4,T25.0 - Burn of unspecified degree of ankle and foot,323,ICD10,3,,,v323,,TRUE
v324_fcts_ptnts_tf,_fcts_ptnts_tf,v324_fcts_ptnts,7,1,3,,312331,4,14,14837,v324_fcts_ptnts,4,9,T25.2 - Burn of second degree of ankle and foot,324,ICD10,4,,,v324,,
v324_fcts_ptnts,_fcts_ptnts,,7,1,3,,312331,4,14,14837,v324_fcts_ptnts,4,9,T25.2 - Burn of second degree of ankle and foot,324,ICD10,4,,,v324,,TRUE
v326_undrdsng_pnclns_tf,_undrdsng_pnclns_tf,v326_undrdsng_pnclns,1,1,1,,312344,1,1,14843,v326_undrdsng_pnclns,1,1,"T36.0 - Poisoning by, adverse effect of and underdosing of penicillins",326,ICD10,1,,,v326,,
v326_undrdsng_pnclns,_undrdsng_pnclns,,1,1,1,,312344,1,1,14843,v326_undrdsng_pnclns,1,1,"T36.0 - Poisoning by, adverse effect of and underdosing of penicillins",326,ICD10,1,,,v326,,TRUE
v330_unspcfd_antbtc_tf,_unspcfd_antbtc_tf,v330_unspcfd_antbtc,3,1,1,,312342,2,3,14841,v330_unspcfd_antbtc,2,1,"T36.9 - Poisoning by, adverse effect of and underdosing of unspecified systemic antibiotic",330,ICD10,2,,,v330,,
v330_unspcfd_antbtc,_unspcfd_antbtc,,3,1,1,,312342,2,3,14841,v330_unspcfd_antbtc,2,1,"T36.9 - Poisoning by, adverse effect of and underdosing of unspecified systemic antibiotic",330,ICD10,2,,,v330,,TRUE
v331_antprstcs_tf,_antprstcs_tf,v331_antprstcs,1,1,1,,312344,1,1,14843,v331_antprstcs,1,1,"T37.8 - Poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics",331,ICD10,1,,,v331,,
v331_antprstcs,_antprstcs,,1,1,1,,312344,1,1,14843,v331_antprstcs,1,1,"T37.8 - Poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics",331,ICD10,1,,,v331,,TRUE
v332_glcrtcds_tf,_glcrtcds_tf,v332_glcrtcds,4,1,1,,312334,1,11,14840,v332_glcrtcds,1,4,"T38.0 - Poisoning by, adverse effect of and underdosing of glucocorticoids and synthetic analogues",332,ICD10,1,,,v332,,
v332_glcrtcds,_glcrtcds,,4,1,1,,312334,1,11,14840,v332_glcrtcds,1,4,"T38.0 - Poisoning by, adverse effect of and underdosing of glucocorticoids and synthetic analogues",332,ICD10,1,,,v332,,TRUE
v333_hpglcmc_antdbtc_tf,_hpglcmc_antdbtc_tf,v333_hpglcmc_antdbtc,1,1,1,,312344,1,1,14843,v333_hpglcmc_antdbtc,1,1,"T38.3 - Poisoning by, adverse effect of and underdosing of insulin and oral hypoglycemic [antidiabetic] drugs",333,ICD10,1,,,v333,,
v333_hpglcmc_antdbtc,_hpglcmc_antdbtc,,1,1,1,,312344,1,1,14843,v333_hpglcmc_antdbtc,1,1,"T38.3 - Poisoning by, adverse effect of and underdosing of insulin and oral hypoglycemic [antidiabetic] drugs",333,ICD10,1,,,v333,,TRUE
v336_ant_inflmtr_tf,_ant_inflmtr_tf,v336_ant_inflmtr,3,1,1,,312340,1,5,14841,v336_ant_inflmtr,1,5,"T39.3 - Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]",336,ICD10,1,,,v336,,
v336_ant_inflmtr,_ant_inflmtr,,3,1,1,,312340,1,5,14841,v336_ant_inflmtr,1,5,"T39.3 - Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]",336,ICD10,1,,,v336,,TRUE
v338_undrdsng_ptnts_tf,_undrdsng_ptnts_tf,v338_undrdsng_ptnts,7,1,1,,312338,2,7,14837,v338_undrdsng_ptnts,2,3,"T40.2 - Poisoning by, adverse effect of and underdosing of other opioids",338,ICD10,2,,,v338,,
v338_undrdsng_ptnts,_undrdsng_ptnts,,7,1,1,,312338,2,7,14837,v338_undrdsng_ptnts,2,3,"T40.2 - Poisoning by, adverse effect of and underdosing of other opioids",338,ICD10,2,,,v338,,TRUE
v339_undrdsng_mthdn_tf,_undrdsng_mthdn_tf,v339_undrdsng_mthdn,1,1,1,,312344,1,1,14843,v339_undrdsng_mthdn,1,1,"T40.3 - Poisoning by, adverse effect of and underdosing of methadone",339,ICD10,1,,,v339,,
v339_undrdsng_mthdn,_undrdsng_mthdn,,1,1,1,,312344,1,1,14843,v339_undrdsng_mthdn,1,1,"T40.3 - Poisoning by, adverse effect of and underdosing of methadone",339,ICD10,1,,,v339,,TRUE
v341_undrdsng_unspcfd_tf,_undrdsng_unspcfd_tf,v341_undrdsng_unspcfd,2,1,1,,312343,1,2,14842,v341_undrdsng_unspcfd,1,1,"T40.6 - Poisoning by, adverse effect of and underdosing of other and unspecified narcotics",341,ICD10,1,,,v341,,
v341_undrdsng_unspcfd,_undrdsng_unspcfd,,2,1,1,,312343,1,2,14842,v341_undrdsng_unspcfd,1,1,"T40.6 - Poisoning by, adverse effect of and underdosing of other and unspecified narcotics",341,ICD10,1,,,v341,,TRUE
v346_bnzdzpns_tf,_bnzdzpns_tf,v346_bnzdzpns,5,1,1,,312338,2,7,14839,v346_bnzdzpns,2,5,"T42.4 - Poisoning by, adverse effect of and underdosing of benzodiazepines",346,ICD10,2,,,v346,,
v346_bnzdzpns,_bnzdzpns,,5,1,1,,312338,2,7,14839,v346_bnzdzpns,2,5,"T42.4 - Poisoning by, adverse effect of and underdosing of benzodiazepines",346,ICD10,2,,,v346,,TRUE
v347_sdtv_hpntc_tf,_sdtv_hpntc_tf,v347_sdtv_hpntc,6,1,1,,312339,2,6,14838,v347_sdtv_hpntc,2,4,"T42.6 - Poisoning by, adverse effect of and underdosing of other antiepileptic and sedative-hypnotic drugs",347,ICD10,2,,,v347,,
v347_sdtv_hpntc,_sdtv_hpntc,,6,1,1,,312339,2,6,14838,v347_sdtv_hpntc,2,4,"T42.6 - Poisoning by, adverse effect of and underdosing of other antiepileptic and sedative-hypnotic drugs",347,ICD10,2,,,v347,,TRUE
v349_antdprsnts_tf,_antdprsnts_tf,v349_antdprsnts,1,1,1,,312344,2,1,14843,v349_antdprsnts,2,1,"T43.0 - Poisoning by, adverse effect of and underdosing of tricyclic and tetracyclic antidepressants",349,ICD10,2,,,v349,,
v349_antdprsnts,_antdprsnts,,1,1,1,,312344,2,1,14843,v349_antdprsnts,2,1,"T43.0 - Poisoning by, adverse effect of and underdosing of tricyclic and tetracyclic antidepressants",349,ICD10,2,,,v349,,TRUE
v350_antdprsnts_tf,_antdprsnts_tf,v350_antdprsnts,4,1,1,,312341,2,4,14840,v350_antdprsnts,2,3,"T43.2 - Poisoning by, adverse effect of and underdosing of other and unspecified antidepressants",350,ICD10,2,,,v350,,
v350_antdprsnts,_antdprsnts,,4,1,1,,312341,2,4,14840,v350_antdprsnts,2,3,"T43.2 - Poisoning by, adverse effect of and underdosing of other and unspecified antidepressants",350,ICD10,2,,,v350,,TRUE
v352_antpschtcs_nrlptcs_tf,_antpschtcs_nrlptcs_tf,v352_antpschtcs_nrlptcs,4,1,1,,312341,2,4,14840,v352_antpschtcs_nrlptcs,2,3,"T43.5 - Poisoning by, adverse effect of and underdosing of other and unspecified antipsychotics and neuroleptics",352,ICD10,2,,,v352,,
v352_antpschtcs_nrlptcs,_antpschtcs_nrlptcs,,4,1,1,,312341,2,4,14840,v352_antpschtcs_nrlptcs,2,3,"T43.5 - Poisoning by, adverse effect of and underdosing of other and unspecified antipsychotics and neuroleptics",352,ICD10,2,,,v352,,TRUE
v355_bt_adrnrcptr_tf,_bt_adrnrcptr_tf,v355_bt_adrnrcptr,1,1,1,,312344,1,1,14843,v355_bt_adrnrcptr,1,1,"T44.7 - Poisoning by, adverse effect of and underdosing of beta-adrenoreceptor antagonists",355,ICD10,1,,,v355,,
v355_bt_adrnrcptr,_bt_adrnrcptr,,1,1,1,,312344,1,1,14843,v355_bt_adrnrcptr,1,1,"T44.7 - Poisoning by, adverse effect of and underdosing of beta-adrenoreceptor antagonists",355,ICD10,1,,,v355,,TRUE
v357_imnsprsv_tf,_imnsprsv_tf,v357_imnsprsv,47,1,2,,312195,2,150,14797,v357_imnsprsv,3,3,"T45.1 - Poisoning by, adverse effect of and underdosing of antineoplastic and immunosuppressive drugs",357,ICD10,2,,,v357,,
v357_imnsprsv,_imnsprsv,,47,1,2,,312195,2,150,14797,v357_imnsprsv,3,3,"T45.1 - Poisoning by, adverse effect of and underdosing of antineoplastic and immunosuppressive drugs",357,ICD10,2,,,v357,,TRUE
v358_antcglnts_anthrmbtc_tf,_antcglnts_anthrmbtc_tf,v358_antcglnts_anthrmbtc,2,1,1,,312343,1,2,14842,v358_antcglnts_anthrmbtc,1,2,"T45.5 - Poisoning by, adverse effect of and underdosing of anticoagulants and antithrombotic drugs",358,ICD10,1,,,v358,,
v358_antcglnts_anthrmbtc,_antcglnts_anthrmbtc,,2,1,1,,312343,1,2,14842,v358_antcglnts_anthrmbtc,1,2,"T45.5 - Poisoning by, adverse effect of and underdosing of anticoagulants and antithrombotic drugs",358,ICD10,1,,,v358,,TRUE
v359_antcglnt_antgnsts_tf,_antcglnt_antgnsts_tf,v359_antcglnt_antgnsts,1,1,1,,312344,1,1,14843,v359_antcglnt_antgnsts,1,1,"T45.7 - Poisoning by, adverse effect of and underdosing of anticoagulant antagonists, vitamin K and other coagulants",359,ICD10,1,,,v359,,
v359_antcglnt_antgnsts,_antcglnt_antgnsts,,1,1,1,,312344,1,1,14843,v359_antcglnt_antgnsts,1,1,"T45.7 - Poisoning by, adverse effect of and underdosing of anticoagulant antagonists, vitamin K and other coagulants",359,ICD10,1,,,v359,,TRUE
v361_crdc_stmlnt_tf,_crdc_stmlnt_tf,v361_crdc_stmlnt,1,1,1,,312344,1,1,14843,v361_crdc_stmlnt,1,1,"T46.0 - Poisoning by, adverse effect of and underdosing of cardiac-stimulant glycosides and drugs of similar action",361,ICD10,1,,,v361,,
v361_crdc_stmlnt,_crdc_stmlnt,,1,1,1,,312344,1,1,14843,v361_crdc_stmlnt,1,1,"T46.0 - Poisoning by, adverse effect of and underdosing of cardiac-stimulant glycosides and drugs of similar action",361,ICD10,1,,,v361,,TRUE
v363_antdsrhthmc_tf,_antdsrhthmc_tf,v363_antdsrhthmc,1,1,1,,312344,1,1,14843,v363_antdsrhthmc,1,1,"T46.2 - Poisoning by, adverse effect of and underdosing of other antidysrhythmic drugs, not elsewhere classified",363,ICD10,1,,,v363,,
v363_antdsrhthmc,_antdsrhthmc,,1,1,1,,312344,1,1,14843,v363_antdsrhthmc,1,1,"T46.2 - Poisoning by, adverse effect of and underdosing of other antidysrhythmic drugs, not elsewhere classified",363,ICD10,1,,,v363,,TRUE
